date,latitude,longitude,temp_max,temp_min,temp_mean,precipitation,rain,snowfall,precipitation_hours,wind_speed_max,wind_gusts_max,wind_direction,radiation,evapotranspiration,source,fetched_at,location_name,country
2023-09-03,-26.2044,28.0456,27.0,12.4,19.5,0.0,0.0,0.0,0.0,24.9,50.0,355,21.58,6.26,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-04,-26.2044,28.0456,29.1,12.2,20.0,0.0,0.0,0.0,0.0,20.0,39.2,334,21.69,5.81,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-05,-26.2044,28.0456,28.5,13.2,20.6,0.0,0.0,0.0,0.0,22.0,45.7,314,21.45,6.41,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-06,-26.2044,28.0456,26.4,9.5,17.4,0.0,0.0,0.0,0.0,19.4,42.1,213,22.33,6.45,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-07,-26.2044,28.0456,25.0,5.4,15.2,0.0,0.0,0.0,0.0,16.8,35.3,209,23.74,5.77,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-08,-26.2044,28.0456,26.2,9.9,18.1,0.0,0.0,0.0,0.0,14.7,33.8,345,22.46,5.83,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-09,-26.2044,28.0456,29.4,8.8,19.8,0.0,0.0,0.0,0.0,14.3,25.6,327,22.84,5.43,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-10,-26.2044,28.0456,29.4,12.5,21.1,0.0,0.0,0.0,0.0,18.7,40.7,328,22.88,6.32,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-11,-26.2044,28.0456,29.1,8.2,19.0,0.0,0.0,0.0,0.0,33.1,64.4,275,22.95,7.34,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-12,-26.2044,28.0456,18.8,1.7,9.3,0.0,0.0,0.0,0.0,28.9,53.3,122,22.01,4.37,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-13,-26.2044,28.0456,17.9,5.1,11.0,0.0,0.0,0.0,0.0,24.1,48.2,25,22.33,3.91,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-14,-26.2044,28.0456,21.6,8.0,13.9,0.0,0.0,0.0,0.0,17.0,33.8,322,22.46,4.31,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-15,-26.2044,28.0456,27.5,10.8,18.6,0.0,0.0,0.0,0.0,21.5,44.3,264,23.93,6.37,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-16,-26.2044,28.0456,26.6,11.5,18.4,0.0,0.0,0.0,0.0,24.0,47.5,239,24.95,7.44,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-17,-26.2044,28.0456,24.5,7.6,15.6,0.0,0.0,0.0,0.0,15.2,33.8,194,24.4,5.79,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-18,-26.2044,28.0456,22.8,8.8,15.5,0.0,0.0,0.0,0.0,22.3,46.4,356,23.95,4.92,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-19,-26.2044,28.0456,25.9,10.4,17.8,0.6,0.6,0.0,1.0,26.4,54.4,343,22.54,5.28,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-20,-26.2044,28.0456,26.0,10.8,17.9,0.0,0.0,0.0,0.0,15.8,34.6,245,24.29,5.78,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-21,-26.2044,28.0456,27.2,10.4,18.6,0.0,0.0,0.0,0.0,21.4,45.4,330,24.46,6.68,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-22,-26.2044,28.0456,28.3,8.6,18.9,0.0,0.0,0.0,0.0,18.1,40.0,356,25.02,6.39,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-23,-26.2044,28.0456,28.5,14.8,21.7,0.0,0.0,0.0,0.0,20.3,43.2,359,21.88,6.47,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-24,-26.2044,28.0456,28.0,13.6,21.3,0.0,0.0,0.0,0.0,32.0,58.3,27,24.49,7.84,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-25,-26.2044,28.0456,25.1,9.7,16.9,6.6,6.6,0.0,5.0,34.7,73.8,348,22.15,5.85,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-26,-26.2044,28.0456,19.0,6.2,12.4,0.0,0.0,0.0,0.0,27.5,52.2,189,24.52,4.73,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-27,-26.2044,28.0456,15.2,7.3,11.3,4.7,4.7,0.0,10.0,20.6,41.0,84,12.69,2.41,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-28,-26.2044,28.0456,20.9,5.6,13.3,0.0,0.0,0.0,0.0,13.6,29.9,11,24.44,4.49,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-29,-26.2044,28.0456,23.9,9.8,16.6,0.0,0.0,0.0,0.0,14.0,32.8,342,25.14,5.09,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-09-30,-26.2044,28.0456,29.2,10.3,20.3,0.0,0.0,0.0,0.0,19.5,39.2,288,25.86,6.91,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-01,-26.2044,28.0456,26.6,10.8,18.8,0.0,0.0,0.0,0.0,21.3,40.7,192,25.95,6.83,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-02,-26.2044,28.0456,21.6,7.3,14.3,0.0,0.0,0.0,0.0,19.1,41.4,28,25.34,4.71,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-03,-26.2044,28.0456,26.5,7.5,17.0,0.0,0.0,0.0,0.0,14.4,28.1,350,26.28,5.33,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-04,-26.2044,28.0456,30.2,12.6,21.9,0.0,0.0,0.0,0.0,13.4,31.7,29,25.98,6.43,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-05,-26.2044,28.0456,31.0,13.4,22.4,0.0,0.0,0.0,0.0,15.0,32.0,341,26.57,7.02,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-06,-26.2044,28.0456,31.5,13.4,23.1,0.0,0.0,0.0,0.0,20.2,37.8,354,26.76,7.28,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-07,-26.2044,28.0456,30.6,14.1,22.2,0.0,0.0,0.0,0.0,19.7,42.5,340,26.92,7.3,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-08,-26.2044,28.0456,32.5,15.2,23.7,0.0,0.0,0.0,0.0,23.9,46.4,327,22.87,7.48,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-09,-26.2044,28.0456,26.7,12.6,19.5,0.0,0.0,0.0,0.0,30.2,58.7,353,24.58,5.69,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-10,-26.2044,28.0456,28.5,13.1,19.1,5.7,5.7,0.0,2.0,22.1,45.4,347,23.13,5.03,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-11,-26.2044,28.0456,24.3,15.4,19.1,1.1,1.1,0.0,6.0,20.3,39.6,332,13.13,3.25,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-12,-26.2044,28.0456,21.1,13.0,16.8,1.2,1.2,0.0,3.0,21.1,39.2,151,11.9,3.06,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-13,-26.2044,28.0456,26.1,11.4,17.8,0.0,0.0,0.0,0.0,20.8,44.6,213,27.68,6.4,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-14,-26.2044,28.0456,26.9,9.8,18.0,0.0,0.0,0.0,0.0,14.0,30.2,142,28.09,6.25,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-15,-26.2044,28.0456,24.1,10.9,16.4,1.6,1.6,0.0,5.0,27.9,53.3,10,21.63,4.39,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-16,-26.2044,28.0456,20.1,10.6,13.9,4.4,4.4,0.0,7.0,28.4,51.1,347,17.05,2.96,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-17,-26.2044,28.0456,18.7,8.9,13.2,0.7,0.7,0.0,4.0,23.4,45.4,122,21.18,3.99,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-18,-26.2044,28.0456,23.6,7.7,15.6,0.0,0.0,0.0,0.0,16.2,34.9,137,27.08,5.39,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-19,-26.2044,28.0456,26.3,10.5,19.0,0.0,0.0,0.0,0.0,11.9,25.6,28,27.01,5.78,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-20,-26.2044,28.0456,26.4,11.2,18.5,0.0,0.0,0.0,0.0,20.5,42.8,341,28.26,6.08,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-21,-26.2044,28.0456,28.4,14.6,21.1,0.0,0.0,0.0,0.0,22.5,47.2,334,28.69,7.51,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-22,-26.2044,28.0456,27.7,10.8,19.6,0.0,0.0,0.0,0.0,21.3,47.2,148,28.88,6.31,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-23,-26.2044,28.0456,26.8,10.1,18.5,0.0,0.0,0.0,0.0,22.0,46.4,353,27.4,5.96,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-24,-26.2044,28.0456,30.8,14.1,22.0,0.0,0.0,0.0,0.0,23.6,47.2,267,29.5,8.06,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-25,-26.2044,28.0456,30.0,12.6,21.1,0.0,0.0,0.0,0.0,13.1,29.2,188,30.1,7.59,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-26,-26.2044,28.0456,29.8,11.5,20.9,0.0,0.0,0.0,0.0,18.0,35.6,347,29.34,6.72,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-27,-26.2044,28.0456,31.8,15.6,23.6,0.0,0.0,0.0,0.0,20.9,41.4,337,27.41,7.69,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-28,-26.2044,28.0456,29.8,14.9,22.3,0.0,0.0,0.0,0.0,28.3,54.7,311,15.46,5.84,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-29,-26.2044,28.0456,22.0,7.3,15.1,9.7,9.7,0.0,11.0,26.5,53.6,78,18.32,3.76,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-30,-26.2044,28.0456,9.9,4.4,6.6,6.4,6.4,0.0,19.0,23.5,48.2,92,7.37,1.27,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-10-31,-26.2044,28.0456,10.7,5.2,7.5,23.9,23.9,0.0,18.0,21.0,40.3,82,5.37,0.92,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-11-01,-26.2044,28.0456,18.3,3.8,10.4,0.0,0.0,0.0,0.0,15.8,32.8,70,28.45,4.48,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-11-02,-26.2044,28.0456,21.0,7.1,13.7,0.0,0.0,0.0,0.0,14.8,30.6,7,27.61,4.85,open_meteo,2026-01-17T20:00:01.598839,Johannesburg,South Africa
2023-11-03,-26.2044,28.0456,22.1,9.2,15.4,0.0,0.0,0.0,0.0,19.2,41.0,7,27.08,4.95,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-04,-26.2044,28.0456,19.8,10.4,14.6,0.9,0.9,0.0,5.0,16.6,36.4,339,14.55,2.95,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-05,-26.2044,28.0456,25.1,10.6,18.5,0.1,0.1,0.0,1.0,16.9,37.4,345,28.3,5.79,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-06,-26.2044,28.0456,27.5,14.2,20.7,0.0,0.0,0.0,0.0,22.3,45.4,346,28.13,6.33,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-07,-26.2044,28.0456,17.6,10.0,15.1,16.8,16.8,0.0,12.0,21.6,46.8,299,8.01,1.55,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-08,-26.2044,28.0456,23.6,8.2,16.2,0.0,0.0,0.0,0.0,11.8,24.5,27,28.77,5.5,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-09,-26.2044,28.0456,25.0,11.6,18.1,0.6,0.6,0.0,3.0,19.0,40.3,327,28.24,5.49,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-10,-26.2044,28.0456,25.2,13.4,19.1,0.2,0.2,0.0,1.0,20.8,42.5,357,28.39,5.57,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-11,-26.2044,28.0456,28.4,13.4,20.7,0.0,0.0,0.0,0.0,19.8,41.4,346,30.04,6.37,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-12,-26.2044,28.0456,30.8,14.5,22.1,0.2,0.2,0.0,2.0,22.3,49.7,340,27.36,6.52,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-13,-26.2044,28.0456,27.0,13.8,19.7,1.2,1.2,0.0,1.0,22.4,47.2,3,28.32,5.92,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-14,-26.2044,28.0456,19.6,13.3,15.5,0.5,0.5,0.0,5.0,19.9,40.3,34,12.03,2.58,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-15,-26.2044,28.0456,23.8,9.7,16.8,0.3,0.3,0.0,2.0,24.8,49.0,359,27.91,5.23,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-16,-26.2044,28.0456,25.6,11.4,18.5,1.3,1.3,0.0,6.0,20.4,42.8,317,24.87,4.88,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-17,-26.2044,28.0456,26.6,15.1,19.7,12.4,12.4,0.0,5.0,15.4,41.0,303,20.91,4.43,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-18,-26.2044,28.0456,26.1,13.9,19.2,8.8,8.8,0.0,7.0,14.1,31.7,250,17.39,3.79,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-19,-26.2044,28.0456,28.4,12.6,21.8,0.0,0.0,0.0,0.0,11.3,28.1,341,30.21,6.48,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-20,-26.2044,28.0456,28.2,14.9,21.8,1.3,1.3,0.0,3.0,15.6,37.1,295,26.86,5.91,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-21,-26.2044,28.0456,29.0,15.5,22.6,0.3,0.3,0.0,3.0,17.6,31.7,311,28.34,6.28,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-22,-26.2044,28.0456,30.4,15.9,24.1,0.0,0.0,0.0,0.0,13.9,25.9,12,27.8,6.28,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-23,-26.2044,28.0456,31.6,18.5,24.6,0.1,0.1,0.0,1.0,21.3,42.1,21,29.53,7.18,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-24,-26.2044,28.0456,31.1,18.8,24.4,0.0,0.0,0.0,0.0,20.9,42.8,9,31.49,8.04,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-25,-26.2044,28.0456,30.5,19.0,24.6,0.0,0.0,0.0,0.0,21.0,43.2,18,28.14,7.38,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-26,-26.2044,28.0456,30.5,17.5,24.5,0.0,0.0,0.0,0.0,15.1,33.5,16,28.5,6.71,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-27,-26.2044,28.0456,31.9,18.6,24.7,0.1,0.1,0.0,1.0,16.2,33.8,355,27.01,6.46,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-28,-26.2044,28.0456,28.5,17.5,22.9,3.0,3.0,0.0,2.0,20.3,43.6,329,27.06,6.31,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-29,-26.2044,28.0456,28.7,15.9,21.4,0.3,0.3,0.0,3.0,22.3,49.3,213,23.14,5.65,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-11-30,-26.2044,28.0456,25.6,10.2,17.5,0.0,0.0,0.0,0.0,20.5,39.2,53,31.88,6.24,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-01,-26.2044,28.0456,27.2,10.7,19.2,0.0,0.0,0.0,0.0,16.6,31.0,8,32.45,6.45,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-02,-26.2044,28.0456,29.7,14.1,22.4,0.0,0.0,0.0,0.0,15.5,33.5,342,30.39,6.53,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-03,-26.2044,28.0456,29.7,15.7,22.8,0.0,0.0,0.0,0.0,16.9,33.8,350,32.09,7.5,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-04,-26.2044,28.0456,30.5,15.8,24.5,0.0,0.0,0.0,0.0,12.0,30.2,348,29.43,6.91,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-05,-26.2044,28.0456,30.9,17.7,24.5,0.0,0.0,0.0,0.0,21.0,42.1,354,26.33,7.35,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-06,-26.2044,28.0456,28.5,16.5,21.0,0.2,0.2,0.0,2.0,21.5,44.3,58,26.16,5.95,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-07,-26.2044,28.0456,22.8,13.9,18.2,14.2,14.2,0.0,6.0,29.6,57.2,15,25.78,4.83,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-08,-26.2044,28.0456,27.5,13.2,20.4,0.4,0.4,0.0,2.0,22.0,43.9,330,29.96,6.32,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-09,-26.2044,28.0456,30.9,14.4,22.5,0.0,0.0,0.0,0.0,22.0,39.2,330,30.39,7.32,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-10,-26.2044,28.0456,20.0,14.3,17.0,10.3,10.3,0.0,13.0,24.5,46.4,8,12.82,2.62,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-11,-26.2044,28.0456,19.0,13.1,15.4,14.4,14.4,0.0,16.0,22.0,48.2,5,13.78,2.25,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-12,-26.2044,28.0456,25.0,12.3,17.9,0.0,0.0,0.0,0.0,13.1,31.3,282,30.62,5.84,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-13,-26.2044,28.0456,25.0,13.2,19.1,0.5,0.5,0.0,3.0,24.0,42.8,13,29.94,5.81,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-14,-26.2044,28.0456,25.3,12.8,18.7,0.0,0.0,0.0,0.0,26.8,51.1,354,31.0,5.72,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-15,-26.2044,28.0456,26.4,16.0,19.9,3.4,3.4,0.0,8.0,22.1,44.6,354,25.24,5.13,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-16,-26.2044,28.0456,24.5,13.6,19.3,2.9,2.9,0.0,10.0,11.6,31.3,341,26.29,5.11,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-17,-26.2044,28.0456,26.6,15.1,20.7,0.4,0.4,0.0,4.0,14.5,31.7,352,28.1,5.63,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-18,-26.2044,28.0456,27.4,15.4,21.2,5.3,5.3,0.0,4.0,13.1,33.5,336,27.06,5.32,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-19,-26.2044,28.0456,28.4,16.4,22.2,0.3,0.3,0.0,3.0,14.1,26.6,35,27.42,5.72,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-20,-26.2044,28.0456,28.1,15.6,21.2,0.4,0.4,0.0,2.0,20.1,38.9,343,28.74,5.67,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-21,-26.2044,28.0456,30.8,16.8,22.9,5.7,5.7,0.0,3.0,19.5,36.0,348,28.57,6.06,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-22,-26.2044,28.0456,28.4,17.5,21.9,0.0,0.0,0.0,0.0,16.0,36.0,12,17.37,4.47,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-23,-26.2044,28.0456,29.8,15.2,23.1,0.0,0.0,0.0,0.0,13.2,27.4,350,29.4,6.55,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-24,-26.2044,28.0456,29.6,17.8,22.5,1.6,1.6,0.0,3.0,16.4,35.6,14,27.0,6.22,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-25,-26.2044,28.0456,20.3,15.4,17.2,9.5,9.5,0.0,14.0,15.3,34.6,75,9.14,1.87,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-26,-26.2044,28.0456,23.2,12.4,17.2,28.2,28.2,0.0,16.0,24.1,43.6,74,20.25,3.87,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-27,-26.2044,28.0456,18.7,10.4,14.2,6.0,6.0,0.0,8.0,27.3,49.0,79,15.63,2.86,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-28,-26.2044,28.0456,22.5,10.2,16.6,1.0,1.0,0.0,8.0,14.4,30.2,63,27.6,5.07,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-29,-26.2044,28.0456,22.1,12.9,17.1,2.7,2.7,0.0,8.0,22.8,42.5,48,26.98,4.96,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-30,-26.2044,28.0456,22.5,10.8,17.3,1.1,1.1,0.0,5.0,14.5,32.4,354,28.41,5.18,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2023-12-31,-26.2044,28.0456,24.3,13.4,18.2,2.4,2.4,0.0,5.0,22.8,46.4,302,24.85,4.73,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-01,-26.2044,28.0456,25.8,12.9,19.8,0.0,0.0,0.0,0.0,19.6,34.9,165,31.41,6.37,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-02,-26.2044,28.0456,24.5,13.8,19.3,1.8,1.8,0.0,9.0,20.2,37.1,94,27.15,5.24,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-03,-26.2044,28.0456,26.4,14.4,20.0,0.9,0.9,0.0,6.0,19.1,37.4,260,27.65,5.55,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-04,-26.2044,28.0456,25.2,13.4,19.5,0.3,0.3,0.0,3.0,13.6,29.5,172,29.97,5.98,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-05,-26.2044,28.0456,25.6,13.8,18.2,10.1,10.1,0.0,3.0,18.4,36.0,1,23.94,4.58,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-06,-26.2044,28.0456,27.2,12.3,20.2,0.6,0.6,0.0,4.0,13.0,31.0,213,29.14,5.88,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-07,-26.2044,28.0456,27.7,16.1,21.4,1.1,1.1,0.0,4.0,17.5,30.6,22,20.69,4.56,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-08,-26.2044,28.0456,27.2,15.4,20.1,7.5,7.5,0.0,9.0,16.3,36.4,4,25.21,5.11,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-09,-26.2044,28.0456,24.5,14.3,18.1,6.3,6.3,0.0,7.0,14.6,31.7,49,20.2,3.83,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-10,-26.2044,28.0456,24.9,13.8,18.3,6.3,6.3,0.0,10.0,16.2,34.6,1,23.17,4.35,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-11,-26.2044,28.0456,24.9,14.2,19.2,0.5,0.5,0.0,5.0,15.0,33.5,324,23.74,4.57,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-12,-26.2044,28.0456,25.3,16.5,19.9,0.7,0.7,0.0,3.0,14.1,33.5,325,20.55,4.06,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-13,-26.2044,28.0456,26.7,15.2,20.5,0.3,0.3,0.0,3.0,14.0,27.4,20,27.91,5.54,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-14,-26.2044,28.0456,26.6,15.1,20.7,1.2,1.2,0.0,2.0,12.1,28.4,345,27.05,5.35,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-15,-26.2044,28.0456,27.9,16.0,21.9,0.5,0.5,0.0,3.0,13.9,31.3,304,28.91,5.93,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-16,-26.2044,28.0456,27.9,16.9,21.4,4.1,4.1,0.0,9.0,16.3,35.3,341,23.93,4.96,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-17,-26.2044,28.0456,24.0,15.1,18.8,0.8,0.8,0.0,3.0,19.5,40.0,339,21.09,3.96,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-18,-26.2044,28.0456,22.0,11.2,15.8,0.0,0.0,0.0,0.0,24.3,47.2,113,25.82,4.61,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-19,-26.2044,28.0456,21.6,9.1,15.2,0.0,0.0,0.0,0.0,21.5,40.3,122,33.18,5.94,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-20,-26.2044,28.0456,22.6,8.6,15.7,0.0,0.0,0.0,0.0,12.6,29.5,136,32.0,5.97,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
2024-01-21,-26.2044,28.0456,24.6,11.8,18.6,0.0,0.0,0.0,0.0,15.9,33.8,241,29.66,6.0,open_meteo,2026-01-17T20:00:02.379789,Johannesburg,South Africa
