date,latitude,longitude,temp_max,temp_min,temp_mean,precipitation,rain,snowfall,precipitation_hours,wind_speed_max,wind_gusts_max,wind_direction,radiation,evapotranspiration,source,fetched_at,location_name,country
2020-01-01,-26.2044,28.0456,25.8,16.4,20.7,0.7,0.7,0.0,3.0,22.7,48.6,349,21.95,4.4,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-02,-26.2044,28.0456,28.1,15.4,21.6,0.1,0.1,0.0,1.0,14.1,36.0,307,28.16,5.9,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-03,-26.2044,28.0456,28.4,15.7,21.7,0.3,0.3,0.0,3.0,20.2,45.4,2,27.39,5.79,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-04,-26.2044,28.0456,27.6,15.0,21.0,0.8,0.8,0.0,2.0,17.7,42.5,345,28.86,5.86,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-05,-26.2044,28.0456,26.8,15.5,21.0,0.2,0.2,0.0,2.0,18.1,43.6,289,25.87,5.6,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-06,-26.2044,28.0456,28.5,16.1,22.0,1.8,1.8,0.0,3.0,15.1,36.7,25,26.32,5.67,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-07,-26.2044,28.0456,25.1,16.1,20.9,4.3,4.3,0.0,11.0,17.1,36.4,48,21.97,4.89,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-08,-26.2044,28.0456,25.2,17.1,20.4,0.4,0.4,0.0,2.0,21.4,50.0,359,17.28,4.27,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-09,-26.2044,28.0456,24.0,16.8,19.9,12.2,12.2,0.0,17.0,18.7,45.0,339,22.82,4.18,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-10,-26.2044,28.0456,24.0,15.8,19.3,0.7,0.7,0.0,6.0,21.3,46.1,93,19.5,3.9,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-11,-26.2044,28.0456,24.0,14.2,18.4,1.7,1.7,0.0,7.0,16.9,36.0,52,22.33,4.25,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-12,-26.2044,28.0456,25.9,14.1,19.7,8.1,8.1,0.0,7.0,10.0,30.2,307,23.16,4.52,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-13,-26.2044,28.0456,26.1,14.6,19.9,1.0,1.0,0.0,7.0,12.3,28.1,101,24.21,4.96,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-14,-26.2044,28.0456,25.0,12.6,18.8,1.3,1.3,0.0,6.0,13.7,31.3,94,25.91,5.08,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-15,-26.2044,28.0456,25.8,13.6,19.6,0.0,0.0,0.0,0.0,14.3,32.0,99,28.38,5.85,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-16,-26.2044,28.0456,26.5,13.7,20.1,0.0,0.0,0.0,0.0,13.8,33.5,90,32.86,6.89,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-17,-26.2044,28.0456,26.2,13.9,20.5,0.0,0.0,0.0,0.0,16.4,31.3,4,28.89,6.03,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-18,-26.2044,28.0456,22.1,16.2,18.6,8.9,8.9,0.0,12.0,12.5,36.7,206,11.98,2.48,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-19,-26.2044,28.0456,25.6,15.4,19.4,3.8,3.8,0.0,8.0,20.6,41.0,106,25.43,4.95,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-20,-26.2044,28.0456,23.4,12.1,18.0,0.9,0.9,0.0,5.0,19.2,41.0,77,24.53,4.67,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-21,-26.2044,28.0456,25.4,12.6,18.4,1.2,1.2,0.0,5.0,14.5,33.8,331,22.48,4.36,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-22,-26.2044,28.0456,27.1,14.1,20.1,0.3,0.3,0.0,3.0,17.9,40.7,297,26.42,5.68,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-23,-26.2044,28.0456,28.2,15.9,21.0,1.2,1.2,0.0,3.0,23.8,53.6,314,28.49,6.07,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-24,-26.2044,28.0456,23.4,14.4,18.6,1.5,1.5,0.0,6.0,23.9,52.2,10,23.95,4.42,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-25,-26.2044,28.0456,22.3,14.4,17.4,11.4,11.4,0.0,11.0,18.8,45.0,335,15.18,2.91,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-26,-26.2044,28.0456,25.5,13.9,19.8,0.1,0.1,0.0,1.0,22.7,51.5,319,27.68,5.52,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-27,-26.2044,28.0456,28.0,13.1,20.8,0.0,0.0,0.0,0.0,12.9,29.5,230,31.08,6.61,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-28,-26.2044,28.0456,25.0,14.5,19.0,0.1,0.1,0.0,1.0,19.7,45.7,325,25.83,5.15,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-29,-26.2044,28.0456,27.1,13.9,20.3,0.0,0.0,0.0,0.0,19.1,41.4,332,28.0,5.93,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-30,-26.2044,28.0456,27.3,17.0,21.7,1.7,1.7,0.0,1.0,16.7,38.9,5,25.07,5.62,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-01-31,-26.2044,28.0456,27.0,14.1,20.7,0.0,0.0,0.0,0.0,16.2,38.9,351,30.05,6.33,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-01,-26.2044,28.0456,30.0,14.9,23.0,0.0,0.0,0.0,0.0,15.0,36.7,101,27.58,6.81,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-02,-26.2044,28.0456,29.6,14.4,22.4,0.0,0.0,0.0,0.0,17.1,41.0,66,28.56,6.75,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-03,-26.2044,28.0456,28.4,13.1,21.5,0.0,0.0,0.0,0.0,13.1,31.3,65,28.0,6.22,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-04,-26.2044,28.0456,27.1,15.6,21.3,0.0,0.0,0.0,0.0,15.2,37.4,353,26.21,5.92,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-05,-26.2044,28.0456,27.7,16.5,22.0,0.1,0.1,0.0,1.0,16.3,39.2,332,25.98,5.82,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-06,-26.2044,28.0456,26.8,17.1,20.7,3.4,3.4,0.0,5.0,17.4,43.6,352,22.48,4.75,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-07,-26.2044,28.0456,26.6,16.5,20.0,12.5,12.5,0.0,9.0,17.7,41.4,21,24.53,4.89,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-08,-26.2044,28.0456,20.4,15.2,17.3,17.2,17.2,0.0,18.0,26.5,51.5,3,11.86,2.12,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-09,-26.2044,28.0456,25.2,13.8,19.3,0.5,0.5,0.0,3.0,17.3,37.4,10,25.16,4.96,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-10,-26.2044,28.0456,23.5,14.9,18.9,5.2,5.2,0.0,11.0,20.6,45.4,98,21.11,4.11,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-11,-26.2044,28.0456,23.3,13.0,17.1,0.3,0.3,0.0,3.0,22.4,48.6,113,24.05,4.51,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-12,-26.2044,28.0456,22.6,11.1,16.8,1.1,1.1,0.0,6.0,16.8,34.9,66,22.22,4.19,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-13,-26.2044,28.0456,25.0,12.4,18.9,1.6,1.6,0.0,5.0,11.3,27.0,303,23.1,4.54,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-14,-26.2044,28.0456,26.7,14.5,20.8,0.1,0.1,0.0,1.0,10.9,22.7,144,25.51,5.34,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-15,-26.2044,28.0456,27.8,14.5,21.3,0.0,0.0,0.0,0.0,16.0,30.6,63,29.71,6.4,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-16,-26.2044,28.0456,26.8,14.1,20.9,0.0,0.0,0.0,0.0,14.3,32.4,40,28.77,6.13,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-17,-26.2044,28.0456,28.0,14.8,21.8,0.0,0.0,0.0,0.0,13.6,33.5,343,25.09,5.27,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-18,-26.2044,28.0456,25.0,17.4,21.0,0.7,0.7,0.0,6.0,22.4,44.6,58,20.78,4.43,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-19,-26.2044,28.0456,24.5,16.5,20.1,0.6,0.6,0.0,4.0,15.5,37.8,27,17.82,3.76,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-20,-26.2044,28.0456,25.2,15.8,20.6,0.2,0.2,0.0,2.0,19.8,45.7,303,20.73,4.53,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-21,-26.2044,28.0456,27.5,16.1,20.8,4.3,4.3,0.0,3.0,10.6,31.3,95,20.19,4.1,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-22,-26.2044,28.0456,24.5,16.6,18.7,39.1,39.1,0.0,17.0,17.1,52.2,306,15.42,2.83,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-23,-26.2044,28.0456,21.8,13.4,18.2,1.9,1.9,0.0,9.0,21.3,48.2,117,16.84,3.34,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-24,-26.2044,28.0456,23.4,10.3,16.5,0.0,0.0,0.0,0.0,19.5,38.9,110,28.18,5.36,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-25,-26.2044,28.0456,24.4,11.8,17.6,0.0,0.0,0.0,0.0,13.4,30.2,339,26.45,5.18,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-26,-26.2044,28.0456,26.5,11.3,19.4,0.0,0.0,0.0,0.0,10.0,23.8,299,27.73,5.64,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-27,-26.2044,28.0456,27.1,13.4,20.7,0.0,0.0,0.0,0.0,15.1,38.5,288,26.61,5.68,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-28,-26.2044,28.0456,24.8,13.5,18.9,6.9,6.9,0.0,13.0,24.8,49.3,106,18.39,3.82,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-02-29,-26.2044,28.0456,18.9,11.4,14.9,1.0,1.0,0.0,6.0,23.6,48.2,80,12.75,2.39,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-01,-26.2044,28.0456,18.6,10.5,14.6,4.2,4.2,0.0,7.0,15.5,32.8,354,12.4,2.29,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-02,-26.2044,28.0456,16.6,13.1,14.3,15.4,15.4,0.0,21.0,13.9,30.2,294,7.59,1.27,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-03,-26.2044,28.0456,21.0,10.1,15.6,1.0,1.0,0.0,5.0,9.5,26.3,105,19.94,3.62,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-04,-26.2044,28.0456,23.1,10.3,17.0,0.0,0.0,0.0,0.0,11.0,28.4,56,26.22,4.92,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-05,-26.2044,28.0456,24.8,11.8,17.9,0.0,0.0,0.0,0.0,15.2,38.2,98,26.13,5.19,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-06,-26.2044,28.0456,23.5,11.6,17.5,0.0,0.0,0.0,0.0,15.5,31.7,76,28.18,5.56,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-07,-26.2044,28.0456,23.1,10.1,16.6,0.0,0.0,0.0,0.0,14.8,33.5,75,27.65,5.11,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-08,-26.2044,28.0456,24.3,12.1,18.3,0.0,0.0,0.0,0.0,13.0,26.3,50,23.62,4.71,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-09,-26.2044,28.0456,25.9,12.8,19.6,0.0,0.0,0.0,0.0,12.0,24.8,5,24.59,5.07,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-10,-26.2044,28.0456,24.6,13.1,19.0,0.3,0.3,0.0,3.0,18.6,42.8,345,23.8,5.01,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-11,-26.2044,28.0456,25.7,12.6,18.8,1.6,1.6,0.0,3.0,12.6,34.2,294,22.19,4.47,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-12,-26.2044,28.0456,24.1,15.8,18.9,1.8,1.8,0.0,8.0,14.8,36.0,58,21.7,4.33,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-13,-26.2044,28.0456,20.8,13.5,16.4,5.6,5.6,0.0,8.0,15.4,35.3,342,8.59,1.91,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-14,-26.2044,28.0456,24.5,12.4,18.5,0.1,0.1,0.0,1.0,16.1,37.4,238,21.38,4.37,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-15,-26.2044,28.0456,26.0,11.4,19.0,0.0,0.0,0.0,0.0,18.7,43.2,190,26.11,5.51,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-16,-26.2044,28.0456,24.2,13.4,18.3,0.3,0.3,0.0,3.0,23.1,46.8,90,19.61,4.23,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-17,-26.2044,28.0456,21.0,11.4,15.5,4.3,4.3,0.0,8.0,22.4,46.4,48,15.98,3.09,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-18,-26.2044,28.0456,22.0,11.4,16.2,3.3,3.3,0.0,6.0,14.4,40.7,273,20.74,3.7,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-19,-26.2044,28.0456,25.5,12.1,18.2,0.0,0.0,0.0,0.0,9.3,24.5,180,22.02,4.35,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-20,-26.2044,28.0456,24.2,14.1,19.0,0.1,0.1,0.0,1.0,15.6,37.8,332,22.21,4.38,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-21,-26.2044,28.0456,25.3,12.9,19.4,1.4,1.4,0.0,6.0,15.3,29.2,347,19.19,3.99,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-22,-26.2044,28.0456,20.1,12.2,15.5,4.0,4.0,0.0,11.0,9.1,23.8,62,11.16,2.06,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-23,-26.2044,28.0456,20.9,12.1,16.3,2.4,2.4,0.0,7.0,13.2,35.6,337,17.65,3.23,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-24,-26.2044,28.0456,24.2,12.6,17.7,0.3,0.3,0.0,2.0,15.0,35.6,203,21.32,4.22,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-25,-26.2044,28.0456,26.4,13.1,19.3,0.1,0.1,0.0,1.0,12.6,28.1,245,20.43,4.46,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-26,-26.2044,28.0456,25.8,14.4,19.8,0.0,0.0,0.0,0.0,18.7,43.2,262,17.39,4.46,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-27,-26.2044,28.0456,24.8,10.6,16.8,2.6,2.6,0.0,4.0,17.6,46.8,50,18.43,3.74,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-28,-26.2044,28.0456,19.0,10.9,14.6,0.6,0.6,0.0,4.0,22.8,50.0,353,13.2,2.4,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-29,-26.2044,28.0456,22.4,11.9,16.6,0.6,0.6,0.0,4.0,16.5,38.5,317,21.06,3.82,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-30,-26.2044,28.0456,23.4,15.1,18.7,0.1,0.1,0.0,1.0,14.8,36.4,336,18.54,3.69,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-03-31,-26.2044,28.0456,22.8,13.4,17.3,0.9,0.9,0.0,5.0,13.8,34.9,300,15.22,3.05,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-01,-26.2044,28.0456,22.7,12.6,16.9,36.9,36.9,0.0,9.0,23.5,46.1,152,15.25,3.0,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-02,-26.2044,28.0456,18.4,10.7,13.0,4.8,4.8,0.0,16.0,20.9,46.8,90,12.51,2.07,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-03,-26.2044,28.0456,18.7,8.6,12.9,8.4,8.4,0.0,9.0,14.7,35.3,62,13.12,2.35,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-04,-26.2044,28.0456,15.1,9.9,12.6,15.8,15.8,0.0,18.0,12.1,33.1,309,7.06,1.17,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-05,-26.2044,28.0456,20.7,8.2,13.8,0.0,0.0,0.0,0.0,16.4,37.8,215,22.05,3.81,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-06,-26.2044,28.0456,22.9,10.6,16.4,0.0,0.0,0.0,0.0,13.4,32.0,280,22.22,4.31,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-07,-26.2044,28.0456,22.1,11.4,16.0,0.0,0.0,0.0,0.0,17.4,36.7,225,22.64,4.61,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-08,-26.2044,28.0456,20.1,9.1,14.4,0.3,0.3,0.0,3.0,22.7,51.8,35,14.37,2.87,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-09,-26.2044,28.0456,18.1,11.8,14.3,0.0,0.0,0.0,0.0,28.2,60.1,5,12.68,2.15,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-10,-26.2044,28.0456,18.9,10.8,13.8,0.4,0.4,0.0,2.0,19.2,43.9,342,14.81,2.47,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-11,-26.2044,28.0456,21.0,9.8,15.3,0.6,0.6,0.0,5.0,10.8,28.8,275,19.38,3.46,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-12,-26.2044,28.0456,24.2,11.6,17.4,0.0,0.0,0.0,0.0,22.2,46.4,249,19.57,4.18,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-13,-26.2044,28.0456,22.6,11.9,17.1,0.2,0.2,0.0,1.0,14.4,36.7,40,16.42,3.27,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-14,-26.2044,28.0456,20.9,11.1,15.4,26.7,26.7,0.0,14.0,25.3,68.4,1,13.75,2.39,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-15,-26.2044,28.0456,19.4,9.9,14.0,1.0,1.0,0.0,4.0,18.3,43.2,313,16.92,2.95,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-16,-26.2044,28.0456,19.7,7.2,13.0,0.0,0.0,0.0,0.0,13.6,33.5,203,20.42,3.76,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-17,-26.2044,28.0456,20.8,7.7,13.7,0.0,0.0,0.0,0.0,17.6,39.6,28,21.21,3.88,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-18,-26.2044,28.0456,20.4,11.3,15.4,0.6,0.6,0.0,5.0,21.5,47.9,8,17.17,2.91,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-19,-26.2044,28.0456,20.9,11.0,15.0,1.5,1.5,0.0,5.0,12.6,32.4,13,16.14,2.81,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-20,-26.2044,28.0456,21.8,10.7,15.9,0.0,0.0,0.0,0.0,12.9,30.6,166,19.95,3.79,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-21,-26.2044,28.0456,22.6,10.2,15.9,0.0,0.0,0.0,0.0,15.5,36.0,155,20.22,4.18,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-22,-26.2044,28.0456,21.5,8.1,15.0,0.0,0.0,0.0,0.0,12.9,28.8,114,19.5,3.68,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-23,-26.2044,28.0456,21.5,9.7,15.5,0.0,0.0,0.0,0.0,10.6,25.2,5,17.66,3.41,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-24,-26.2044,28.0456,20.4,10.1,15.3,0.0,0.0,0.0,0.0,14.6,32.8,335,17.51,3.37,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-25,-26.2044,28.0456,20.7,10.5,15.8,0.5,0.5,0.0,4.0,10.6,25.6,275,16.2,3.14,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-26,-26.2044,28.0456,19.0,10.8,14.3,3.2,3.2,0.0,14.0,21.4,50.8,12,16.68,2.75,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-27,-26.2044,28.0456,18.0,9.9,13.1,2.7,2.7,0.0,8.0,21.7,45.0,351,12.68,2.05,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-28,-26.2044,28.0456,14.6,9.4,11.5,38.9,38.9,0.0,23.0,20.1,46.8,324,7.67,1.29,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-29,-26.2044,28.0456,16.0,8.2,11.3,0.3,0.3,0.0,1.0,18.6,42.1,296,15.63,2.52,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-04-30,-26.2044,28.0456,18.5,6.1,11.4,0.0,0.0,0.0,0.0,14.9,35.6,196,19.06,3.1,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-01,-26.2044,28.0456,20.4,8.2,13.1,0.0,0.0,0.0,0.0,9.9,22.3,188,19.4,3.55,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-02,-26.2044,28.0456,20.1,7.2,13.2,0.0,0.0,0.0,0.0,11.9,29.9,251,18.77,3.45,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-03,-26.2044,28.0456,20.6,6.9,12.9,0.0,0.0,0.0,0.0,12.2,31.7,195,19.18,3.54,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-04,-26.2044,28.0456,21.5,7.4,14.4,0.0,0.0,0.0,0.0,12.2,22.0,110,18.82,3.69,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-05,-26.2044,28.0456,21.0,9.4,13.7,0.0,0.0,0.0,0.0,17.2,36.4,309,17.97,3.43,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-06,-26.2044,28.0456,20.1,7.0,13.0,0.0,0.0,0.0,0.0,10.8,27.7,177,18.75,3.56,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-07,-26.2044,28.0456,20.0,5.8,12.4,0.0,0.0,0.0,0.0,11.5,24.5,308,18.21,3.2,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-08,-26.2044,28.0456,21.4,7.8,13.8,0.0,0.0,0.0,0.0,11.0,27.0,241,17.99,3.49,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-09,-26.2044,28.0456,21.0,7.2,13.8,0.0,0.0,0.0,0.0,10.4,24.8,121,17.36,3.3,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-10,-26.2044,28.0456,20.4,6.9,13.3,0.0,0.0,0.0,0.0,12.2,22.7,108,17.99,3.34,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-11,-26.2044,28.0456,20.9,8.4,14.1,0.0,0.0,0.0,0.0,9.7,23.4,203,17.95,3.45,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-12,-26.2044,28.0456,20.8,8.2,13.5,0.0,0.0,0.0,0.0,11.3,24.8,222,17.85,3.39,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-13,-26.2044,28.0456,20.4,8.2,13.8,0.0,0.0,0.0,0.0,18.4,41.0,223,16.7,3.81,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-14,-26.2044,28.0456,19.0,5.6,12.4,0.0,0.0,0.0,0.0,14.0,31.7,326,17.54,3.58,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-15,-26.2044,28.0456,18.8,7.1,12.2,0.0,0.0,0.0,0.0,20.6,46.4,301,17.1,3.43,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-16,-26.2044,28.0456,19.9,6.9,12.2,0.0,0.0,0.0,0.0,13.8,27.4,174,17.75,3.83,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-17,-26.2044,28.0456,18.9,6.3,11.7,0.0,0.0,0.0,0.0,15.7,36.4,342,17.22,3.04,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-18,-26.2044,28.0456,20.4,7.9,13.4,0.0,0.0,0.0,0.0,15.5,37.8,203,17.3,3.59,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-19,-26.2044,28.0456,21.1,6.4,13.5,0.0,0.0,0.0,0.0,11.2,21.6,184,16.04,3.44,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
2020-05-20,-26.2044,28.0456,20.4,5.7,13.3,0.0,0.0,0.0,0.0,10.5,26.6,32,16.87,3.33,open_meteo,2026-01-17T20:00:00.861773,Johannesburg,South Africa
